Línea seleccionada;Orden;Clase de orden;Fecha de inicio extrema;Alerta;Texto breve;Alerta Com;Tipo de orden;Moneda;Autor;Fecha entrada;Modificado por;Fecha modific.maestro orden;Existe texto explic.;Sociedad;Centro;División;Sociedad CO;CeCo responsable;Petición de borrado;Esquema cálc.coste;Clave de recargo;Indicador ABC;Campo de clasificación;Prioridad;Equipo;Conjunto;Estado instalación;Centro planificación;Grupo planificación;Pto.tbjo.responsable;Ctro.pto.trab.;Cliente;Disponible hst.fecha;Disponible dsd fecha;Disponible hst.hora;Disponible dsd hora;Centro de coste;Centro emplazamiento;Emplazamiento;Local;Área de empresa;Ubicación técnica;Activo fijo;Subnúmero;Revisión;Plan mant.preventivo;Posición mantenim.;Status del sistema;Status de usuario;Puesto de trabajo;Fecha fin extrema;Fin programado;Inicio programado;Fecha inicio real;Fecha real de fin de la orden;Fe.liberación real;Clase actividad PM;Aviso;Histórico desde;Denominación de objeto técnico;Denominación de la ubicación técnica;Lista;Teléfono;Código postal;Población;Distrito;Clave de país;Departamento;Calle;Costes tot.reales;Suma de costes plan;Tot.costes facturac.;Ingresos tot. real;Ingr. totales plan;Total general (real);Tota general (plan);Nº objeto;Documento de ventas;Posición;Orden principal;Orden superior;Fin real (hora);Hora inicio real;Hora de fin progr.;Hora de inicio prog.;Grupo hojas ruta;Cont.grupo HRuta;Ind.planif.orden;Fecha de referencia;Elemento PEP;Subgrafo;Operación superior;Tot. Avisos;Organización ventas;Canal distribución;Sector;Hora de fin extrema;Hora inicio extrema;Hora de referencia;Criterio p.cálculo;Nº dirección;Material;Número de serie;Dat.adic.disposit.;Oficina de ventas;Grupo de vendedores;Texto breve de material;Denominación del conjunto;Status paging;Cabecera orden PEP;Reserva/Sol.pedido;Clase prioridad;Texto para prioridad;Nº de pedido;Fecha de pedido;Producto de servicio;Denominación producto servicio;Cantidad;Unidad medida base;Forma de facturación;Gr.planif.mantenimiento HRuta;Centro de beneficio;Elemento refer.PM/PS;Organización ventas - Comercial;Canal distribución - Comercial;Sector - Comercial;Indicador ABC;Nro Moc;Revision 2;Revision 3;Fecha;Proyecto
;20024104;PM15;15/4/2021;;AIRE ACONDICIONADO - Mantenimiento de eq;;30;UYU;MSABATIN;15/4/2021;MSABATIN;3/5/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;105203;C001;;;;LT-MASIGC-MEDAMB;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;28/4/2021;28/4/2021;15/4/2021;;30/4/2021;MAN;10256097;;;Medio Ambiente;;3692;;;;UY;;;8255,59;4050,58;0;0;0;8255,59;4050,58;OR000020024104;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;3/5/2021;;;;1;;;;0:00:00;0:00:00;13:31:02;;332777;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024105;PM15;15/4/2021;;SANITARIO - Limpar camara séptica;;30;UYU;MSABATIN;15/4/2021;JSIMO;27/7/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203340;C001;;;;LT-MANREF-SERV 3;;;;;;CTEC NOTP MACO NLIQ PREC;FINA;;;18/5/2021;18/5/2021;2/7/2021;;6/7/2021;MAN;10256103;;;Taller de Servicio III;;;;;;;;;1664,28;3037,94;0;0;0;1664,28;3037,94;OR000020024105;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;27/7/2021;;;;1;;;;0:00:00;0:00:00;10:40:19;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024106;PM15;15/4/2021;;AIRE ACONDICIONADO - Reparar equipo en v;;30;UYU;MSABATIN;15/4/2021;JSIMO;24/5/2022;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;205405;C001;;;LOG;LT-COMERC-VCOMBU;;;;;;LIB. NOTP MACO MOVM NLIQ PREC;PROG CMPR;;;20/4/2022;10/6/2021;10/6/2021;;11/6/2021;MAN;10256088;;;Venta Combustibles;;;;;;;;;53966,21;57461,4;0;0;0;53966,21;57461,4;OR000020024106;;0;;;0:00:00;0:00:00;12:20:00;0:00:00;;;;15/4/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024107;PM15;15/4/2021;;SANITARIO - Cisterna en baño femenino;;30;UYU;MSABATIN;16/4/2021;;;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;202010;C005;;;;TE-T ESTE-MANEDI;;;;;;ABIE KKMP PREC;NOPL;;;16/4/2021;16/4/2021;;;;MAN;10256108;;;Mantenimiento Edilicio-Terminal del Este;;;;;;;;;0;0;0;0;0;0;0;OR000020024107;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;15/4/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024108;PM15;15/4/2021;;SANITARIO - Reparar mochila en baño de b;;30;UYU;MSABATIN;16/4/2021;;;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;202010;C005;;;;TE-T ESTE-MANEDI;;;;;;ABIE KKMP PREC;NOPL;;;16/4/2021;16/4/2021;;;;MAN;10256109;;;Mantenimiento Edilicio-Terminal del Este;;;;;;;;;0;0;0;0;0;0;0;OR000020024108;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;15/4/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024109;PM15;16/4/2021;;VIDRIERO - Garita de prefectura Muelle;;30;UYU;MSABATIN;16/4/2021;MSABATIN;18/6/2021;S;ANC1;C002;20;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105200;C001;;;;LT-ENERGI-INGETE;;;;;;CTEC KKMP MOVM NLIQ PREC;FINA;;;11/5/2021;11/5/2021;;;17/6/2021;MAN;10256118;;;Infraestructura General de La Teja;;;;;;;;;2800;5063,23;0;0;0;2800;5063,23;OR000020024109;;0;;;0:00:00;0:00:00;10:20:00;7:00:00;;;;18/6/2021;;;;1;;;;0:00:00;0:00:00;8:34:19;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024110;PM15;18/4/2021;;Canilla lavatorio en sala arrancadores;;30;UYU;JSIMO;20/4/2021;JSIMO;27/7/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;202028;C001;;;A_5;RT-SB -SBBSB;;;;;;CTEC KKMP MOVM NLIQ PREC;FINA;;;18/5/2021;18/5/2021;;;14/6/2021;MAN;10256180;;;Sala de Bombas B;;;;;;;;;1825,63;3037,94;0;0;0;1825,63;3037,94;OR000020024110;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;27/7/2021;;;;1;;;;0:00:00;0:00:00;10:40:32;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024111;PM15;20/4/2021;;Colocar bomba de pozo negro;;30;UYU;MSABATIN;20/4/2021;MSABATIN;18/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;202040;C001;;;A_4;RT-HDG;;;;;;CTEC KKMP MOVM NLIQ PREC;FINA;;;20/4/2021;20/4/2021;;;17/6/2021;MAN;10256184;;;Planta de Hidrodesulfurizadora de Gasoil;;;;;;;;;3190,06;3037,94;0;0;0;3190,06;3037,94;OR000020024111;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;18/6/2021;;;;1;;;;0:00:00;0:00:00;8:34:33;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024113;PM15;21/4/2021;;CISTERNA BAÑO ROTA;;30;UYU;JSIMO;21/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203241;C001;;;;LT-MANREF-ELECTR;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;18/5/2021;18/5/2021;19/5/2021;;14/6/2021;MAN;10256202;;;Taller de Electricidad;;3223;;;;UY;1;;0;3037,94;0;0;0;0;3037,94;OR000020024113;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;9:58:14;;332999;;;;;;;;;;3;ME;;;;;;0;;;;;;;;;;;;;;
;20024114;PM15;20/4/2021;;Cambiar monocomando lluvero Laboratorio;;30;UYU;MSABATIN;21/4/2021;JSIMO;13/10/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;10013762;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203150;C001;;;;LT-ENERGI-REFINA-LABORA;;;;;;CTEC NOTP MACO MOVM NLIQ PREC;FINA;;;18/5/2021;18/5/2021;5/7/2021;;14/6/2021;MAN;10256192;;Edificio de Laboratorio;Departamento Laboratorio;;;;;;;;;4523,56;3037,94;0;0;0;4523,56;3037,94;OR000020024114;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;13/10/2021;;;;1;;;;0:00:00;0:00:00;9:45:54;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024115;PM15;21/4/2021;;Reparar perdida en inodoro SM3 urgente;;30;UYU;MSABATIN;21/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203340;C001;;;;LT-MANREF-SERV 3;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;18/5/2021;18/5/2021;20/5/2021;;14/6/2021;MAN;10256224;;;Taller de Servicio III;;;;;;;;;3651,27;3037,94;0;0;0;3651,27;3037,94;OR000020024115;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;9:58:43;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024116;PM15;21/4/2021;;destapar pileta de ofocina de transito;;30;UYU;MSABATIN;21/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;105200;C001;;;;LT-ENERGI-INGETE;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;18/5/2021;18/5/2021;21/5/2021;;16/6/2021;MAN;10256207;;;Infraestructura General de La Teja;;;;;;;;;1159,18;3037,94;0;0;0;1159,18;3037,94;OR000020024116;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;9:59:00;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024117;PM15;21/4/2021;;AIRE ACONDICIONADOS DE FISCALIA ( MANT);;30;UYU;JSIMO;22/4/2021;JSIMO;7/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;AIREACON;C002;;;;0:00:00;0:00:00;205401;C001;;;LOG;LT-LOGIST-FISTEJ;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;28/4/2021;28/4/2021;21/4/2021;;30/4/2021;MAN;10256229;;;Fiscalia de La Teja;;;;;;;;;0;4050,58;0;0;0;0;4050,58;OR000020024117;;0;;;0:00:00;0:00:00;9:40:00;7:00:00;;;;7/6/2021;;;;1;;;;0:00:00;0:00:00;13:30:25;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024118;PM15;26/4/2021;;Reparar pavimento ascensor 2SS OOCC;;30;UYU;JSIMO;26/4/2021;MSABATIN;3/9/2021;;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ALBANILE;C002;;;;0:00:00;0:00:00;105090;C002;;;;AN-INGEDI;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;10/8/2021;10/8/2021;4/8/2021;;5/8/2021;MAN;10256303;;;Infraestructura General Edificio Central;;;;;;;;;27814,52;2182,82;0;0;0;27814,52;2182,82;OR000020024118;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;10/8/2021;;;;1;;;;0:00:00;0:00:00;9:55:29;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024119;PM15;23/4/2021;;CAMBIO DE LUGAR DE GRASERA DE COCINA;;30;UYU;MSABATIN;26/4/2021;APAZ;17/5/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;205441;C003;;;;LT-LOGIST-LAGSAU;;;;;;ABIE KKMP PREC;STHH;;;26/4/2021;26/4/2021;;;;MAN;10256259;;;Planta de Laguna del Sauce;;;;;;;;;0;0;0;0;0;0;0;OR000020024119;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;23/4/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024120;PM15;23/4/2021;;rep.cerradura sala choferes de directori;;30;UYU;MSABATIN;26/4/2021;JSIMO;13/10/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105090;C002;;;;AN-MANEDI;;;;;;LIB. NOTP KKMP NLIQ PREC;FINA CMPR;;;18/5/2021;18/5/2021;6/7/2021;;18/6/2021;MAN;10256264;;;Mantenimiento Edilicio;;;;;;;;;1664,28;3037,94;0;0;0;1664,28;3037,94;OR000020024120;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;23/4/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024121;PM15;23/4/2021;;Perdida agua frente Lab. Teja;;30;UYU;MSABATIN;26/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;10013762;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203150;C001;;;;LT-ENERGI-REFINA-LABORA;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;12/5/2021;12/5/2021;27/5/2021;;14/6/2021;MAN;10256261;;Edificio de Laboratorio;Departamento Laboratorio;;;;;;;;;2872,39;3037,94;0;0;0;2872,39;3037,94;OR000020024121;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;9:56:12;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024122;PM15;23/4/2021;;Tapas inodoros baño Planta Asfalto;;30;UYU;MSABATIN;26/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;202150;C001;;;A_5;RT-ASF;;;;;;CTEC NOTP MACO MOVM NLIQ PREC;FINA;;;18/5/2021;18/5/2021;20/5/2021;;14/6/2021;MAN;10256269;;;Planta de Asfalto;;;;;;;;;1219,09;3037,94;0;0;0;1219,09;3037,94;OR000020024122;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;9:57:26;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024123;PM15;23/4/2021;;AB NDICIONAR INSTALACION ELEC. FISCALIA;;30;UYU;MSABATIN;26/4/2021;MSABATIN;14/7/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;105508;C001;;;LOG;LT-LOGIST-FISTEJ;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;6/5/2021;3/5/2021;10/5/2021;;26/5/2021;MAN;10256265;;;Fiscalia de La Teja;;;;;;;;;0;38478,27;0;0;0;0;38478,27;OR000020024123;;0;;;0:00:00;0:00:00;13:40:00;7:00:00;;;;14/7/2021;;;;1;;;;0:00:00;0:00:00;14:13:24;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024124;PM15;16/4/2021;;Reparación techo laboratorio;;30;UYU;MSABATIN;26/4/2021;JSIMO;12/11/2021;S;ANC1;C002;24;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;ALBANILE;C002;;;;0:00:00;0:00:00;243521;L001;;;;LU-LAB;;;;;;CERR KKMP NEJE PREC;NOPL;;;26/4/2021;26/4/2021;;;;MAN;;;;Laboratorio de Lubricantes;;;;;;;;;0;0;0;0;0;0;0;OR000020024124;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;16/9/2021;;;;1;;;;0:00:00;0:00:00;9:34:49;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024125;PM15;26/4/2021;;SANITARIO - Cisterna fabrica lubricantes;;30;UYU;MSABATIN;26/4/2021;JSIMO;17/6/2021;S;ANC1;C002;24;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;242220;L001;;;;LU-FABRIC;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;12/5/2021;12/5/2021;24/5/2021;;14/6/2021;MAN;10256310;;;Fábrica de Lubricantes;;;;;;;;;6516,39;5063,23;0;0;0;6516,39;5063,23;OR000020024125;;0;;;0:00:00;0:00:00;10:20:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;9:57:47;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024126;PM15;27/4/2021;;PINTAR PARED INGRESO SALA VIDRIADA 9NO P;;30;UYU;MSABATIN;27/4/2021;;;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTÁTICO;4;;;;C002;CME;PINTURA;C002;;;;0:00:00;0:00:00;105015;C002;;;;AN-RINSTI-PRENSA-9 PISO;;;;;;ABIE KKMP PREC;NOPL;;;27/4/2021;27/4/2021;;;;MAN;10256343;;;Sala del 9 Piso;;;;;;;;;0;0;0;0;0;0;0;OR000020024126;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;27/4/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024127;PM15;28/4/2021;;REACONDICIONAR VESTURIO FEMENI. L. SAUCE;;30;UYU;MSABATIN;28/4/2021;;;S;ANC1;C002;20;ANC1;103412;;PP-PC1;;;;4;;;;C002;CME;PMA;C002;;;;0:00:00;0:00:00;205441;C003;;;;LT-LOGIST-LAGSAU;;;;;;ABIE KKMP PREC;NOPL;;;28/4/2021;28/4/2021;;;;MAN;10256375;;;Planta de Laguna del Sauce;;;;;;;;;0;0;0;0;0;0;0;OR000020024127;;0;;;0:00:00;0:00:00;7:00:00;7:00:00;;;;28/4/2021;;;;1;;;;0:00:00;0:00:00;23:59:59;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024128;PM15;27/4/2021;;SANITARIO - Cisterna en Abastecimiento;;30;UYU;MSABATIN;28/4/2021;JSIMO;17/6/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;105501;C001;;;;LT-COMPRA;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;18/5/2021;18/5/2021;31/5/2021;;14/6/2021;MAN;10256350;;;Edificio de Compras Teja;;;;;;;;;0;3037,94;0;0;0;0;3037,94;OR000020024128;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;9:55:13;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024129;PM15;28/4/2021;;AB Reparar luces oficina de securitas;;30;UYU;MSABATIN;28/4/2021;MSABATIN;7/5/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;105200;C001;;;;LT-ENERGI-INGETE;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;;4/5/2021;3/5/2021;29/4/2021;;7/5/2021;MAN;10256390;;;Infraestructura General de La Teja;;;;;;;;;6998,42;14567,87;0;0;0;6998,42;14567,87;OR000020024129;;0;;;0:00:00;0:00:00;11:40:00;7:00:00;;;;7/5/2021;;;;1;;;;0:00:00;0:00:00;11:08:20;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024130;PM15;27/4/2021;;SANITARIO - Caño bajada SM2;;30;UYU;MSABATIN;28/4/2021;JSIMO;17/6/2021;S;ANC1;C002;20;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;203320;C001;;;;LT-MANREF-SERV 2;;;;;;CTEC NOTP MACO MOVM NLIQ PREC;FINA;;;18/5/2021;18/5/2021;20/5/2021;;14/6/2021;MAN;10256351;;;Taller de Servicio II;;3679;;;;UY;;;9172,34;3037,94;0;0;0;9172,34;3037,94;OR000020024130;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;9:55:51;;333424;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024131;PM15;28/4/2021;;sANITARIOS;;30;UYU;MSABATIN;28/4/2021;JSIMO;17/6/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTÁTICO;4;;;;C002;CME;SANITARI;C002;;;;0:00:00;0:00:00;103493;C002;;;;AN-MEDICO-MEDLAB;;;;;;CTEC KKMP NLIQ PREC;CANC;;;18/5/2021;18/5/2021;;;14/6/2021;MAN;10256395;;;Medicina Laboral Centro;;;;;;;;;0;3037,94;0;0;0;0;3037,94;OR000020024131;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;17/6/2021;;;;1;;;;0:00:00;0:00:00;9:56:51;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024132;PM15;28/4/2021;;Copia de llaves;;30;UYU;MSABATIN;28/4/2021;JSIMO;27/7/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105505;C002;;;;LT-INTEND;;;;;;CTEC MACO MOVM NLIQ PREC;FINA;;;18/5/2021;18/5/2021;;;18/6/2021;MAN;10256385;;;Intendencia;;;;;;;;;440;3037,94;0;0;0;440;3037,94;OR000020024132;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;27/7/2021;;;;1;;;;0:00:00;0:00:00;10:40:51;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024133;PM15;27/4/2021;;COLOCACIÓN DE MAMPARAS COVID;;30;UYU;MSABATIN;28/4/2021;JSIMO;13/10/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105120;C002;;;;AN-SJURID;;;;;;CTEC NOTP KKMP MOVM NLIQ PREC;FINA;;;29/7/2021;13/7/2021;5/7/2021;;23/7/2021;MAN;10256366;;;Servicios Juridicos;;;;;;;;;17527,9;2594,57;0;0;0;17527,9;2594,57;OR000020024133;;0;;;0:00:00;0:00:00;7:00:00;0:00:00;;;;13/10/2021;;;;1;;;;0:00:00;0:00:00;9:46:41;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024135;PM15;27/4/2021;;AB Acon. servicios juridicos escr.;;30;UYU;JSIMO;29/4/2021;JSIMO;25/11/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;;4;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;105120;C002;;;;AN-SJURID;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;30/4/2021;25/11/2021;29/7/2021;29/7/2021;;29/7/2021;MAN;10256367;;;Servicios Juridicos;;;;;;;;;14253,63;39509,04;0;0;0;14253,63;39509,04;OR000020024135;;0;;;0:00:00;0:00:00;8:20:00;0:00:00;;;;25/11/2021;;;;1;;;;0:00:00;0:00:00;9:45:03;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
;20024136;PM15;28/4/2021;;AB ilum 2SS OOCC of limpieza Y COMED 229;;30;UYU;JSIMO;29/4/2021;MSABATIN;7/5/2021;S;ANC1;C002;10;ANC1;103411;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;3;;;;C002;CME;ELECTRIC;C002;;;;0:00:00;0:00:00;105505;C002;;;;LT-INTEND;;;;;;CTEC NOTP KKMP NLIQ PREC;FINA;;5/5/2021;4/5/2021;3/5/2021;26/4/2021;;7/5/2021;MAN;10256401;;;Intendencia;;2297;;;;UY;;;7464,98;14567,87;0;0;0;7464,98;14567,87;OR000020024136;;0;;;0:00:00;0:00:00;11:40:00;7:00:00;;;;7/5/2021;;;;1;;;;0:00:00;0:00:00;11:08:34;;333451;;;;;;;;;;3;ME;O3 - Amarillo [Med];;;;;0;;;;;;;;;;;;;;
;20024137;PM15;30/4/2021;;Copia de llaves Of.Arquitectura Y.P;;30;UYU;MSABATIN;30/4/2021;JSIMO;21/6/2021;S;ANC1;C002;10;ANC1;103412;;PP-PC1;;;EQUIPO MECÁNICO ESTATICO;4;;;;C002;CME;PME;C002;;;;0:00:00;0:00:00;105090;C002;;;;AN-MANEDI;;;;;;CTEC MACO MOVM NLIQ PREC;FINA;;;18/5/2021;18/5/2021;;;21/6/2021;MAN;10256451;;;Mantenimiento Edilicio;;;;;;;;;200;3037,94;0;0;0;200;3037,94;OR000020024137;;0;;;0:00:00;0:00:00;9:00:00;7:00:00;;;;21/6/2021;;;;1;;;;0:00:00;0:00:00;13:25:56;;;;;;;;;;;;3;ME;O4 - Blanco [Baja];;;;;0;;;;;;;;;;;;;;
